date;journal;compte;libelle;debit;credit;piece
2024-08-22;VT;700000;Vente marchandises - CLIENT_020;0.00;326266;FAC2024-0096
2024-08-22;VT;445700;TVA sur vente - CLIENT_020;0.00;61990.54;FAC2024-0096
2024-06-02;VT;411000;Facture N°FAC2024-0097 - CLIENT_015;459021.08;0.00;FAC2024-0097
2024-06-02;VT;700000;Vente marchandises - CLIENT_015;0.00;385732;FAC2024-0097
2024-06-02;VT;445700;TVA sur vente - CLIENT_015;0.00;73289.08;FAC2024-0097
2024-09-27;VT;411000;Facture N°FAC2024-0098 - CLIENT_005;79010.05;0.00;FAC2024-0098
2024-09-27;VT;700000;Vente marchandises - CLIENT_005;0.00;66395;FAC2024-0098
2024-09-27;VT;445700;TVA sur vente - CLIENT_005;0.00;12615.05;FAC2024-0098
2024-06-08;VT;411000;Facture N°FAC2024-0099 - CLIENT_010;486620.75;0.00;FAC2024-0099
2024-06-08;VT;700000;Vente marchandises - CLIENT_010;0.00;408925;FAC2024-0099
2024-06-08;VT;445700;TVA sur vente - CLIENT_010;0.00;77695.75;FAC2024-0099
2024-03-12;VT;411000;Facture N°FAC2024-0100 - CLIENT_005;388575.46;0.00;FAC2024-0100
2024-03-12;VT;700000;Vente marchandises - CLIENT_005;0.00;326534;FAC2024-0100
2024-03-12;VT;445700;TVA sur vente - CLIENT_005;0.00;62041.46;FAC2024-0100
2024-01-31;VT;411000;Facture N°FAC2024-0101 - CLIENT_008;182204.40;0.00;FAC2024-0101
2024-01-31;VT;700000;Vente marchandises - CLIENT_008;0.00;167160;FAC2024-0101
2024-01-31;VT;445700;TVA sur vente - CLIENT_008;0.00;15044.40;FAC2024-0101
2024-01-05;VT;411000;Facture N°FAC2024-0102 - CLIENT_020;153579.02;0.00;FAC2024-0102
2024-01-05;VT;700000;Vente marchandises - CLIENT_020;0.00;129058;FAC2024-0102
2024-01-05;VT;445700;TVA sur vente - CLIENT_020;0.00;24521.02;FAC2024-0102
2024-01-28;VT;411000;Facture N°FAC2024-0103 - CLIENT_005;229078.57;0.00;FAC2024-0103
2024-01-28;VT;700000;Vente marchandises - CLIENT_005;0.00;192503;FAC2024-0103
2024-01-28;VT;445700;TVA sur vente - CLIENT_005;0.00;36575.57;FAC2024-0103
2024-04-18;VT;411000;Facture N°FAC2024-0104 - CLIENT_003;502571.75;0.00;FAC2024-0104
2024-04-18;VT;700000;Vente marchandises - CLIENT_003;0.00;461075;FAC2024-0104
2024-04-18;VT;445700;TVA sur vente - CLIENT_003;0.00;41496.75;FAC2024-0104
2024-01-30;VT;411000;Facture N°FAC2024-0105 - CLIENT_005;512292.62;0.00;FAC2024-0105
2024-01-30;VT;700000;Vente marchandises - CLIENT_005;0.00;430498;FAC2024-0105
2024-01-30;VT;445700;TVA sur vente - CLIENT_005;0.00;81794.62;FAC2024-0105
2024-11-09;VT;411000;Facture N°FAC2024-0106 - CLIENT_013;306433.33;0.00;FAC2024-0106
2024-11-09;VT;700000;Vente marchandises - CLIENT_013;0.00;257507;FAC2024-0106
2024-11-09;VT;445700;TVA sur vente - CLIENT_013;0.00;48926.33;FAC2024-0106
2024-05-05;VT;411000;Facture N°FAC2024-0107 - CLIENT_011;364113.82;0.00;FAC2024-0107
2024-05-05;VT;700000;Vente marchandises - CLIENT_011;0.00;305978;FAC2024-0107
2024-05-05;VT;445700;TVA sur vente - CLIENT_011;0.00;58135.82;FAC2024-0107
2024-01-22;VT;411000;Facture N°FAC2024-0108 - CLIENT_003;574341.60;0.00;FAC2024-0108
2024-01-22;VT;700000;Vente marchandises - CLIENT_003;0.00;482640;FAC2024-0108
2024-01-22;VT;445700;TVA sur vente - CLIENT_003;0.00;91701.60;FAC2024-0108
2024-08-15;VT;411000;Facture N°FAC2024-0109 - CLIENT_012;158234.30;0.00;FAC2024-0109
2024-08-15;VT;700000;Vente marchandises - CLIENT_012;0.00;132970;FAC2024-0109
2024-08-15;VT;445700;TVA sur vente - CLIENT_012;0.00;25264.30;FAC2024-0109
2024-12-27;VT;411000;Facture N°FAC2024-0110 - CLIENT_010;460158.76;0.00;FAC2024-0110
2024-12-27;VT;700000;Vente marchandises - CLIENT_010;0.00;422164;FAC2024-0110
2024-12-27;VT;445700;TVA sur vente - CLIENT_010;0.00;37994.76;FAC2024-0110
2024-02-22;VT;411000;Facture N°FAC2024-0111 - CLIENT_001;163648.80;0.00;FAC2024-0111
2024-02-22;VT;700000;Vente marchandises - CLIENT_001;0.00;137520;FAC2024-0111
2024-02-22;VT;445700;TVA sur vente - CLIENT_001;0.00;26128.80;FAC2024-0111
2024-09-04;VT;411000;Facture N°FAC2024-0112 - CLIENT_010;477882.16;0.00;FAC2024-0112
2024-09-04;VT;700000;Vente marchandises - CLIENT_010;0.00;438424;FAC2024-0112
2024-09-04;VT;445700;TVA sur vente - CLIENT_010;0.00;39458.16;FAC2024-0112
2024-11-09;VT;411000;Facture N°FAC2024-0113 - CLIENT_001;304756.37;0.00;FAC2024-0113
2024-11-09;VT;700000;Vente marchandises - CLIENT_001;0.00;279593;FAC2024-0113
2024-11-09;VT;445700;TVA sur vente - CLIENT_001;0.00;25163.37;FAC2024-0113
2024-12-21;VT;411000;Facture N°FAC2024-0114 - CLIENT_003;430999.08;0.00;FAC2024-0114
2024-12-21;VT;700000;Vente marchandises - CLIENT_003;0.00;395412;FAC2024-0114
2024-12-21;VT;445700;TVA sur vente - CLIENT_003;0.00;35587.08;FAC2024-0114
2024-11-25;VT;411000;Facture N°FAC2024-0115 - CLIENT_009;144900.35;0.00;FAC2024-0115
2024-11-25;VT;700000;Vente marchandises - CLIENT_009;0.00;121765;FAC2024-0115
2024-11-25;VT;445700;TVA sur vente - CLIENT_009;0.00;23135.35;FAC2024-0115
2024-04-28;VT;411000;Facture N°FAC2024-0116 - CLIENT_013;140803.18;0.00;FAC2024-0116
2024-04-28;VT;700000;Vente marchandises - CLIENT_013;0.00;118322;FAC2024-0116
2024-04-28;VT;445700;TVA sur vente - CLIENT_013;0.00;22481.18;FAC2024-0116
2024-02-14;VT;411000;Facture N°FAC2024-0117 - CLIENT_010;364480.34;0.00;FAC2024-0117
2024-02-14;VT;700000;Vente marchandises - CLIENT_010;0.00;306286;FAC2024-0117
2024-02-14;VT;445700;TVA sur vente - CLIENT_010;0.00;58194.34;FAC2024-0117
2024-03-09;VT;411000;Facture N°FAC2024-0118 - CLIENT_007;363007.12;0.00;FAC2024-0118
2024-03-09;VT;700000;Vente marchandises - CLIENT_007;0.00;305048;FAC2024-0118
2024-03-09;VT;445700;TVA sur vente - CLIENT_007;0.00;57959.12;FAC2024-0118
2024-04-15;VT;411000;Facture N°FAC2024-0119 - CLIENT_009;426437.69;0.00;FAC2024-0119
2024-04-15;VT;700000;Vente marchandises - CLIENT_009;0.00;358351;FAC2024-0119
2024-04-15;VT;445700;TVA sur vente - CLIENT_009;0.00;68086.69;FAC2024-0119
2024-03-02;VT;411000;Facture N°FAC2024-0120 - CLIENT_011;495320.84;0.00;FAC2024-0120
2024-03-02;VT;700000;Vente marchandises - CLIENT_011;0.00;416236;FAC2024-0120
2024-03-02;VT;445700;TVA sur vente - CLIENT_011;0.00;79084.84;FAC2024-0120
2024-02-10;VT;411000;Facture N°FAC2024-0121 - CLIENT_016;42591.29;0.00;FAC2024-0121
2024-02-10;VT;700000;Vente marchandises - CLIENT_016;0.00;35791;FAC2024-0121
2024-02-10;VT;445700;TVA sur vente - CLIENT_016;0.00;6800.29;FAC2024-0121
2024-10-01;VT;411000;Facture N°FAC2024-0122 - CLIENT_004;61949.02;0.00;FAC2024-0122
2024-10-01;VT;700000;Vente marchandises - CLIENT_004;0.00;52058;FAC2024-0122
2024-10-01;VT;445700;TVA sur vente - CLIENT_004;0.00;9891.02;FAC2024-0122
2024-08-11;VT;411000;Facture N°FAC2024-0123 - CLIENT_009;543431.49;0.00;FAC2024-0123
2024-08-11;VT;700000;Vente marchandises - CLIENT_009;0.00;498561;FAC2024-0123
2024-08-11;VT;445700;TVA sur vente - CLIENT_009;0.00;44870.49;FAC2024-0123
2024-11-21;VT;411000;Facture N°FAC2024-0124 - CLIENT_014;503280.25;0.00;FAC2024-0124
2024-11-21;VT;700000;Vente marchandises - CLIENT_014;0.00;461725;FAC2024-0124
2024-11-21;VT;445700;TVA sur vente - CLIENT_014;0.00;41555.25;FAC2024-0124
2024-08-24;VT;411000;Facture N°FAC2024-0125 - CLIENT_006;508340.63;0.00;FAC2024-0125
2024-08-24;VT;700000;Vente marchandises - CLIENT_006;0.00;427177;FAC2024-0125
2024-08-24;VT;445700;TVA sur vente - CLIENT_006;0.00;81163.63;FAC2024-0125
2024-03-15;VT;411000;Facture N°FAC2024-0126 - CLIENT_016;433338.50;0.00;FAC2024-0126
2024-03-15;VT;700000;Vente marchandises - CLIENT_016;0.00;364150;FAC2024-0126
2024-03-15;VT;445700;TVA sur vente - CLIENT_016;0.00;69188.50;FAC2024-0126
2024-01-01;VT;411000;Facture N°FAC2024-0127 - CLIENT_003;74245.29;0.00;FAC2024-0127
2024-01-01;VT;700000;Vente marchandises - CLIENT_003;0.00;62391;FAC2024-0127
2024-01-01;VT;445700;TVA sur vente - CLIENT_003;0.00;11854.29;FAC2024-0127
2024-10-22;VT;411000;Facture N°FAC2024-0128 - CLIENT_006;150119.69;0.00;FAC2024-0128
2024-10-22;VT;700000;Vente marchandises - CLIENT_006;0.00;126151;FAC2024-0128
2024-10-22;VT;445700;TVA sur vente - CLIENT_006;0.00;23968.69;FAC2024-0128
2024-04-14;VT;411000;Facture N°FAC2024-0129 - CLIENT_008;37293.41;0.00;FAC2024-0129
2024-04-14;VT;700000;Vente marchandises - CLIENT_008;0.00;31339;FAC2024-0129
2024-04-14;VT;445700;TVA sur vente - CLIENT_008;0.00;5954.41;FAC2024-0129
2024-01-04;VT;411000;Facture N°FAC2024-0130 - CLIENT_020;192972.78;0.00;FAC2024-0130
2024-01-04;VT;700000;Vente marchandises - CLIENT_020;0.00;162162;FAC2024-0130
2024-01-04;VT;445700;TVA sur vente - CLIENT_020;0.00;30810.78;FAC2024-0130
2024-04-10;VT;411000;Facture N°FAC2024-0131 - CLIENT_012;363183.24;0.00;FAC2024-0131
2024-04-10;VT;700000;Vente marchandises - CLIENT_012;0.00;305196;FAC2024-0131
2024-04-10;VT;445700;TVA sur vente - CLIENT_012;0.00;57987.24;FAC2024-0131
2024-12-25;VT;411000;Facture N°FAC2024-0132 - CLIENT_017;263788.72;0.00;FAC2024-0132
2024-12-25;VT;700000;Vente marchandises - CLIENT_017;0.00;242008;FAC2024-0132
2024-12-25;VT;445700;TVA sur vente - CLIENT_017;0.00;21780.72;FAC2024-0132
2024-08-01;VT;411000;Facture N°FAC2024-0133 - CLIENT_005;563262.70;0.00;FAC2024-0133
2024-08-01;VT;700000;Vente marchandises - CLIENT_005;0.00;473330;FAC2024-0133
2024-08-01;VT;445700;TVA sur vente - CLIENT_005;0.00;89932.70;FAC2024-0133
2024-07-05;VT;411000;Facture N°FAC2024-0134 - CLIENT_004;481844.09;0.00;FAC2024-0134
2024-07-05;VT;700000;Vente marchandises - CLIENT_004;0.00;404911;FAC2024-0134
2024-07-05;VT;445700;TVA sur vente - CLIENT_004;0.00;76933.09;FAC2024-0134
2024-05-28;VT;411000;Facture N°FAC2024-0135 - CLIENT_001;551855.36;0.00;FAC2024-0135
2024-05-28;VT;700000;Vente marchandises - CLIENT_001;0.00;463744;FAC2024-0135
2024-05-28;VT;445700;TVA sur vente - CLIENT_001;0.00;88111.36;FAC2024-0135
2024-09-04;VT;411000;Facture N°FAC2024-0136 - CLIENT_013;365237.18;0.00;FAC2024-0136
2024-09-04;VT;700000;Vente marchandises - CLIENT_013;0.00;306922;FAC2024-0136
2024-09-04;VT;445700;TVA sur vente - CLIENT_013;0.00;58315.18;FAC2024-0136
2024-10-23;VT;411000;Facture N°FAC2024-0137 - CLIENT_002;533886.36;0.00;FAC2024-0137
2024-10-23;VT;700000;Vente marchandises - CLIENT_002;0.00;448644;FAC2024-0137
2024-10-23;VT;445700;TVA sur vente - CLIENT_002;0.00;85242.36;FAC2024-0137
2024-01-13;VT;411000;Facture N°FAC2024-0138 - CLIENT_003;210567.29;0.00;FAC2024-0138
2024-01-13;VT;700000;Vente marchandises - CLIENT_003;0.00;193181;FAC2024-0138
2024-01-13;VT;445700;TVA sur vente - CLIENT_003;0.00;17386.29;FAC2024-0138
2024-10-12;VT;411000;Facture N°FAC2024-0139 - CLIENT_003;29326.36;0.00;FAC2024-0139
2024-10-12;VT;700000;Vente marchandises - CLIENT_003;0.00;24644;FAC2024-0139
2024-10-12;VT;445700;TVA sur vente - CLIENT_003;0.00;4682.36;FAC2024-0139
2024-10-13;VT;411000;Facture N°FAC2024-0140 - CLIENT_008;166763.03;0.00;FAC2024-0140
2024-10-13;VT;700000;Vente marchandises - CLIENT_008;0.00;140137;FAC2024-0140
2024-10-13;VT;445700;TVA sur vente - CLIENT_008;0.00;26626.03;FAC2024-0140
2024-02-06;VT;411000;Facture N°FAC2024-0141 - CLIENT_015;360195.95;0.00;FAC2024-0141
2024-02-06;VT;700000;Vente marchandises - CLIENT_015;0.00;330455;FAC2024-0141
2024-02-06;VT;445700;TVA sur vente - CLIENT_015;0.00;29740.95;FAC2024-0141
2024-12-06;VT;411000;Facture N°FAC2024-0142 - CLIENT_008;66744.72;0.00;FAC2024-0142
2024-12-06;VT;700000;Vente marchandises - CLIENT_008;0.00;56088;FAC2024-0142
2024-12-06;VT;445700;TVA sur vente - CLIENT_008;0.00;10656.72;FAC2024-0142
2024-01-30;VT;411000;Facture N°FAC2024-0143 - CLIENT_005;25273.22;0.00;FAC2024-0143
2024-01-30;VT;700000;Vente marchandises - CLIENT_005;0.00;21238;FAC2024-0143
2024-01-30;VT;445700;TVA sur vente - CLIENT_005;0.00;4035.22;FAC2024-0143
2024-10-01;VT;411000;Facture N°FAC2024-0144 - CLIENT_014;243309.80;0.00;FAC2024-0144
2024-10-01;VT;700000;Vente marchandises - CLIENT_014;0.00;223220;FAC2024-0144
2024-10-01;VT;445700;TVA sur vente - CLIENT_014;0.00;20089.80;FAC2024-0144
2024-03-22;VT;411000;Facture N°FAC2024-0145 - CLIENT_004;224885.01;0.00;FAC2024-0145
2024-03-22;VT;700000;Vente marchandises - CLIENT_004;0.00;188979;FAC2024-0145
2024-03-22;VT;445700;TVA sur vente - CLIENT_004;0.00;35906.01;FAC2024-0145
2024-08-07;VT;411000;Facture N°FAC2024-0146 - CLIENT_012;324409.47;0.00;FAC2024-0146
2024-08-07;VT;700000;Vente marchandises - CLIENT_012;0.00;272613;FAC2024-0146
2024-08-07;VT;445700;TVA sur vente - CLIENT_012;0.00;51796.47;FAC2024-0146
2024-12-03;VT;411000;Facture N°FAC2024-0147 - CLIENT_002;379826.85;0.00;FAC2024-0147
2024-12-03;VT;700000;Vente marchandises - CLIENT_002;0.00;348465;FAC2024-0147
2024-12-03;VT;445700;TVA sur vente - CLIENT_002;0.00;31361.85;FAC2024-0147
2024-05-10;VT;411000;Facture N°FAC2024-0148 - CLIENT_005;156354.10;0.00;FAC2024-0148
2024-05-10;VT;700000;Vente marchandises - CLIENT_005;0.00;131390;FAC2024-0148
2024-05-10;VT;445700;TVA sur vente - CLIENT_005;0.00;24964.10;FAC2024-0148
2024-06-14;VT;411000;Facture N°FAC2024-0149 - CLIENT_018;568695.05;0.00;FAC2024-0149
2024-06-14;VT;700000;Vente marchandises - CLIENT_018;0.00;477895;FAC2024-0149
2024-06-14;VT;445700;TVA sur vente - CLIENT_018;0.00;90800.05;FAC2024-0149
2024-12-26;VT;411000;Facture N°FAC2024-0150 - CLIENT_014;410458.37;0.00;FAC2024-0150
2024-12-26;VT;700000;Vente marchandises - CLIENT_014;0.00;344923;FAC2024-0150
2024-12-26;VT;445700;TVA sur vente - CLIENT_014;0.00;65535.37;FAC2024-0150
2024-09-14;VT;411000;Facture N°FAC2024-0151 - CLIENT_009;22431.50;0.00;FAC2024-0151
2024-09-14;VT;700000;Vente marchandises - CLIENT_009;0.00;18850;FAC2024-0151
2024-09-14;VT;445700;TVA sur vente - CLIENT_009;0.00;3581.50;FAC2024-0151
2024-12-27;VT;411000;Facture N°FAC2024-0152 - CLIENT_009;565291.65;0.00;FAC2024-0152
2024-12-27;VT;700000;Vente marchandises - CLIENT_009;0.00;475035;FAC2024-0152
2024-12-27;VT;445700;TVA sur vente - CLIENT_009;0.00;90256.65;FAC2024-0152
2024-10-09;VT;411000;Facture N°FAC2024-0153 - CLIENT_001;44400.06;0.00;FAC2024-0153
2024-10-09;VT;700000;Vente marchandises - CLIENT_001;0.00;40734;FAC2024-0153
2024-10-09;VT;445700;TVA sur vente - CLIENT_001;0.00;3666.06;FAC2024-0153
2024-05-17;VT;411000;Facture N°FAC2024-0154 - CLIENT_010;211843.68;0.00;FAC2024-0154
2024-05-17;VT;700000;Vente marchandises - CLIENT_010;0.00;194352;FAC2024-0154
2024-05-17;VT;445700;TVA sur vente - CLIENT_010;0.00;17491.68;FAC2024-0154
2024-01-20;VT;411000;Facture N°FAC2024-0155 - CLIENT_002;454491.94;0.00;FAC2024-0155
2024-01-20;VT;700000;Vente marchandises - CLIENT_002;0.00;381926;FAC2024-0155
2024-01-20;VT;445700;TVA sur vente - CLIENT_002;0.00;72565.94;FAC2024-0155
2024-05-06;VT;411000;Facture N°FAC2024-0156 - CLIENT_011;189130.26;0.00;FAC2024-0156
2024-05-06;VT;700000;Vente marchandises - CLIENT_011;0.00;173514;FAC2024-0156
2024-05-06;VT;445700;TVA sur vente - CLIENT_011;0.00;15616.26;FAC2024-0156
2024-08-03;VT;411000;Facture N°FAC2024-0157 - CLIENT_018;450804.13;0.00;FAC2024-0157
2024-08-03;VT;700000;Vente marchandises - CLIENT_018;0.00;378827;FAC2024-0157
2024-08-03;VT;445700;TVA sur vente - CLIENT_018;0.00;71977.13;FAC2024-0157
2024-02-15;VT;411000;Facture N°FAC2024-0158 - CLIENT_013;11477.55;0.00;FAC2024-0158
2024-02-15;VT;700000;Vente marchandises - CLIENT_013;0.00;9645;FAC2024-0158
2024-02-15;VT;445700;TVA sur vente - CLIENT_013;0.00;1832.55;FAC2024-0158
2024-10-18;VT;411000;Facture N°FAC2024-0159 - CLIENT_006;520834.70;0.00;FAC2024-0159
2024-10-18;VT;700000;Vente marchandises - CLIENT_006;0.00;477830;FAC2024-0159
2024-10-18;VT;445700;TVA sur vente - CLIENT_006;0.00;43004.70;FAC2024-0159
2024-03-22;VT;411000;Facture N°FAC2024-0160 - CLIENT_002;422977.17;0.00;FAC2024-0160
2024-03-22;VT;700000;Vente marchandises - CLIENT_002;0.00;355443;FAC2024-0160
2024-03-22;VT;445700;TVA sur vente - CLIENT_002;0.00;67534.17;FAC2024-0160
2024-08-18;VT;411000;Facture N°FAC2024-0161 - CLIENT_006;291015.69;0.00;FAC2024-0161
2024-08-18;VT;700000;Vente marchandises - CLIENT_006;0.00;244551;FAC2024-0161
2024-08-18;VT;445700;TVA sur vente - CLIENT_006;0.00;46464.69;FAC2024-0161
2024-06-28;VT;411000;Facture N°FAC2024-0162 - CLIENT_017;353722.74;0.00;FAC2024-0162
2024-06-28;VT;700000;Vente marchandises - CLIENT_017;0.00;297246;FAC2024-0162
2024-06-28;VT;445700;TVA sur vente - CLIENT_017;0.00;56476.74;FAC2024-0162
2024-12-27;VT;411000;Facture N°FAC2024-0163 - CLIENT_020;261369.22;0.00;FAC2024-0163
2024-12-27;VT;700000;Vente marchandises - CLIENT_020;0.00;219638;FAC2024-0163
2024-12-27;VT;445700;TVA sur vente - CLIENT_020;0.00;41731.22;FAC2024-0163
2024-05-06;VT;411000;Facture N°FAC2024-0164 - CLIENT_006;136097.40;0.00;FAC2024-0164
2024-05-06;VT;700000;Vente marchandises - CLIENT_006;0.00;124860;FAC2024-0164
2024-05-06;VT;445700;TVA sur vente - CLIENT_006;0.00;11237.40;FAC2024-0164
2024-11-23;VT;411000;Facture N°FAC2024-0165 - CLIENT_017;91693.07;0.00;FAC2024-0165
2024-11-23;VT;700000;Vente marchandises - CLIENT_017;0.00;77053;FAC2024-0165
2024-11-23;VT;445700;TVA sur vente - CLIENT_017;0.00;14640.07;FAC2024-0165
2024-07-01;VT;411000;Facture N°FAC2024-0166 - CLIENT_013;412300.49;0.00;FAC2024-0166
2024-07-01;VT;700000;Vente marchandises - CLIENT_013;0.00;346471;FAC2024-0166
2024-07-01;VT;445700;TVA sur vente - CLIENT_013;0.00;65829.49;FAC2024-0166
2024-02-02;VT;411000;Facture N°FAC2024-0167 - CLIENT_001;89422.55;0.00;FAC2024-0167
2024-02-02;VT;700000;Vente marchandises - CLIENT_001;0.00;75145;FAC2024-0167
2024-02-02;VT;445700;TVA sur vente - CLIENT_001;0.00;14277.55;FAC2024-0167
2024-01-08;VT;411000;Facture N°FAC2024-0168 - CLIENT_006;221732.70;0.00;FAC2024-0168
2024-01-08;VT;700000;Vente marchandises - CLIENT_006;0.00;186330;FAC2024-0168
2024-01-08;VT;445700;TVA sur vente - CLIENT_006;0.00;35402.70;FAC2024-0168
2024-12-06;VT;411000;Facture N°FAC2024-0169 - CLIENT_001;232556.95;0.00;FAC2024-0169
2024-12-06;VT;700000;Vente marchandises - CLIENT_001;0.00;213355;FAC2024-0169
2024-12-06;VT;445700;TVA sur vente - CLIENT_001;0.00;19201.95;FAC2024-0169
2024-12-26;VT;411000;Facture N°FAC2024-0170 - CLIENT_006;254988.44;0.00;FAC2024-0170
2024-12-26;VT;700000;Vente marchandises - CLIENT_006;0.00;214276;FAC2024-0170
2024-12-26;VT;445700;TVA sur vente - CLIENT_006;0.00;40712.44;FAC2024-0170
2024-02-28;VT;411000;Facture N°FAC2024-0171 - CLIENT_020;166264.24;0.00;FAC2024-0171
2024-02-28;VT;700000;Vente marchandises - CLIENT_020;0.00;152536;FAC2024-0171
2024-02-28;VT;445700;TVA sur vente - CLIENT_020;0.00;13728.24;FAC2024-0171
2024-09-19;VT;411000;Facture N°FAC2024-0172 - CLIENT_002;43479.03;0.00;FAC2024-0172
2024-09-19;VT;700000;Vente marchandises - CLIENT_002;0.00;36537;FAC2024-0172
2024-09-19;VT;445700;TVA sur vente - CLIENT_002;0.00;6942.03;FAC2024-0172
2024-09-10;VT;411000;Facture N°FAC2024-0173 - CLIENT_012;141010.24;0.00;FAC2024-0173
2024-09-10;VT;700000;Vente marchandises - CLIENT_012;0.00;118496;FAC2024-0173
2024-09-10;VT;445700;TVA sur vente - CLIENT_012;0.00;22514.24;FAC2024-0173
2024-08-03;VT;411000;Facture N°FAC2024-0174 - CLIENT_003;376173.17;0.00;FAC2024-0174
2024-08-03;VT;700000;Vente marchandises - CLIENT_003;0.00;345113;FAC2024-0174
2024-08-03;VT;445700;TVA sur vente - CLIENT_003;0.00;31060.17;FAC2024-0174
2024-12-11;VT;411000;Facture N°FAC2024-0175 - CLIENT_017;436331.35;0.00;FAC2024-0175
2024-12-11;VT;700000;Vente marchandises - CLIENT_017;0.00;366665;FAC2024-0175
2024-12-11;VT;445700;TVA sur vente - CLIENT_017;0.00;69666.35;FAC2024-0175
2024-06-25;VT;411000;Facture N°FAC2024-0176 - CLIENT_002;232193.98;0.00;FAC2024-0176
2024-06-25;VT;700000;Vente marchandises - CLIENT_002;0.00;213022;FAC2024-0176
2024-06-25;VT;445700;TVA sur vente - CLIENT_002;0.00;19171.98;FAC2024-0176
2024-07-28;VT;411000;Facture N°FAC2024-0177 - CLIENT_004;471223.34;0.00;FAC2024-0177
2024-07-28;VT;700000;Vente marchandises - CLIENT_004;0.00;395986;FAC2024-0177
2024-07-28;VT;445700;TVA sur vente - CLIENT_004;0.00;75237.34;FAC2024-0177
2024-07-03;VT;411000;Facture N°FAC2024-0178 - CLIENT_007;200982.67;0.00;FAC2024-0178
2024-07-03;VT;700000;Vente marchandises - CLIENT_007;0.00;168893;FAC2024-0178
2024-07-03;VT;445700;TVA sur vente - CLIENT_007;0.00;32089.67;FAC2024-0178
2024-06-20;VT;411000;Facture N°FAC2024-0179 - CLIENT_001;147029.26;0.00;FAC2024-0179
2024-06-20;VT;700000;Vente marchandises - CLIENT_001;0.00;123554;FAC2024-0179
2024-06-20;VT;445700;TVA sur vente - CLIENT_001;0.00;23475.26;FAC2024-0179
2024-05-18;VT;411000;Facture N°FAC2024-0180 - CLIENT_018;26897.57;0.00;FAC2024-0180
2024-05-18;VT;700000;Vente marchandises - CLIENT_018;0.00;22603;FAC2024-0180
2024-05-18;VT;445700;TVA sur vente - CLIENT_018;0.00;4294.57;FAC2024-0180
2024-05-24;VT;411000;Facture N°FAC2024-0181 - CLIENT_016;55401.43;0.00;FAC2024-0181
2024-05-24;VT;700000;Vente marchandises - CLIENT_016;0.00;50827;FAC2024-0181
2024-05-24;VT;445700;TVA sur vente - CLIENT_016;0.00;4574.43;FAC2024-0181
2024-04-04;VT;411000;Facture N°FAC2024-0182 - CLIENT_001;514518.15;0.00;FAC2024-0182
2024-04-04;VT;700000;Vente marchandises - CLIENT_001;0.00;472035;FAC2024-0182
2024-04-04;VT;445700;TVA sur vente - CLIENT_001;0.00;42483.15;FAC2024-0182
2024-06-19;VT;411000;Facture N°FAC2024-0183 - CLIENT_018;476533.12;0.00;FAC2024-0183
2024-06-19;VT;700000;Vente marchandises - CLIENT_018;0.00;400448;FAC2024-0183
2024-06-19;VT;445700;TVA sur vente - CLIENT_018;0.00;76085.12;FAC2024-0183
2024-01-07;VT;411000;Facture N°FAC2024-0184 - CLIENT_005;1500.59;0.00;FAC2024-0184
2024-01-07;VT;700000;Vente marchandises - CLIENT_005;0.00;1261;FAC2024-0184
2024-01-07;VT;445700;TVA sur vente - CLIENT_005;0.00;239.59;FAC2024-0184
2024-02-06;VT;411000;Facture N°FAC2024-0185 - CLIENT_002;52948.93;0.00;FAC2024-0185
2024-02-06;VT;700000;Vente marchandises - CLIENT_002;0.00;48577;FAC2024-0185
2024-02-06;VT;445700;TVA sur vente - CLIENT_002;0.00;4371.93;FAC2024-0185
2024-12-22;VT;411000;Facture N°FAC2024-0186 - CLIENT_003;144204.20;0.00;FAC2024-0186
2024-12-22;VT;700000;Vente marchandises - CLIENT_003;0.00;121180;FAC2024-0186
2024-12-22;VT;445700;TVA sur vente - CLIENT_003;0.00;23024.20;FAC2024-0186
2024-05-06;VT;411000;Facture N°FAC2024-0187 - CLIENT_020;323161.02;0.00;FAC2024-0187
2024-05-06;VT;700000;Vente marchandises - CLIENT_020;0.00;296478;FAC2024-0187
2024-05-06;VT;445700;TVA sur vente - CLIENT_020;0.00;26683.02;FAC2024-0187
2024-02-24;VT;411000;Facture N°FAC2024-0188 - CLIENT_003;257560.03;0.00;FAC2024-0188
2024-02-24;VT;700000;Vente marchandises - CLIENT_003;0.00;216437;FAC2024-0188
2024-02-24;VT;445700;TVA sur vente - CLIENT_003;0.00;41123.03;FAC2024-0188
2024-06-07;VT;411000;Facture N°FAC2024-0189 - CLIENT_020;534173.15;0.00;FAC2024-0189
2024-06-07;VT;700000;Vente marchandises - CLIENT_020;0.00;448885;FAC2024-0189
2024-06-07;VT;445700;TVA sur vente - CLIENT_020;0.00;85288.15;FAC2024-0189
2024-05-13;VT;411000;Facture N°FAC2024-0190 - CLIENT_005;278285.07;0.00;FAC2024-0190
2024-05-13;VT;700000;Vente marchandises - CLIENT_005;0.00;233853;FAC2024-0190
2024-05-13;VT;445700;TVA sur vente - CLIENT_005;0.00;44432.07;FAC2024-0190
2024-11-03;VT;411000;Facture N°FAC2024-0191 - CLIENT_004;81991.98;0.00;FAC2024-0191
2024-11-03;VT;700000;Vente marchandises - CLIENT_004;0.00;75222;FAC2024-0191
2024-11-03;VT;445700;TVA sur vente - CLIENT_004;0.00;6769.98;FAC2024-0191
